GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,TRACTA,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URB_AREAA,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,FCL001
"G5101470","1990","VA",,,,,,,,"99","Prince Edward","147",,,"5","9999",,,,"9999","3","Virginia","51",,"0000913773","0000002755","Prince Edward County","A","+37218313","-078443070","06",52100
"G5101490","1990","VA",,,,,,,,"99","Prince George","149",,,"5","6760",,,,"9999","3","Virginia","51",,"0000687928","0000041964","Prince George County","A","+37186767","-077221211","06",75700
"G5101530","1990","VA",,,,,,,,"99","Prince William","153",,,"5","8840",,,,"9999","3","Virginia","51",,"0000876528","0000027523","Prince William County","A","+38704050","-077477783","06",137700
"G5101550","1990","VA",,,,,,,,"99","Pulaski","155",,,"5","9999",,,,"9999","3","Virginia","51",,"0000830285","0000023381","Pulaski County","A","+37063187","-080713855","06",51700
"G5101570","1990","VA",,,,,,,,"99","Rappahannock","157",,,"5","9999",,,,"9999","3","Virginia","51",,"0000690491","0000000673","Rappahannock County","A","+38687336","-078168603","06",87800
"G5101590","1990","VA",,,,,,,,"99","Richmond","159",,,"5","9999",,,,"9999","3","Virginia","51",,"0000495921","0000064546","Richmond County","A","+37938524","-076724393","06",65400
"G5101610","1990","VA",,,,,,,,"99","Roanoke","161",,,"5","6800",,,,"9999","3","Virginia","51",,"0000649227","0000000461","Roanoke County","A","+37268550","-080079453","06",78900
"G5101630","1990","VA",,,,,,,,"99","Rockbridge","163",,,"5","9999",,,,"9999","3","Virginia","51",,"0001553145","0000003500","Rockbridge County","A","+37814645","-079446196","06",54200
"G5101650","1990","VA",,,,,,,,"99","Rockingham","165",,,"5","9999",,,,"9999","3","Virginia","51",,"0002204627","0000005557","Rockingham County","A","+38515309","-078876339","06",71100
"G5101670","1990","VA",,,,,,,,"99","Russell","167",,,"5","9999",,,,"9999","3","Virginia","51",,"0001229387","0000005477","Russell County","A","+36937887","-082095390","06",46000
"G5101690","1990","VA",,,,,,,,"99","Scott","169",,,"5","3660",,,,"9999","3","Virginia","51",,"0001389783","0000005294","Scott County","A","+36718623","-082601454","06",41600
"G5101710","1990","VA",,,,,,,,"99","Shenandoah","171",,,"5","9999",,,,"9999","3","Virginia","51",,"0001326697","0000000836","Shenandoah County","A","+38861886","-078568095","06",74200
"G5101730","1990","VA",,,,,,,,"99","Smyth","173",,,"5","9999",,,,"9999","3","Virginia","51",,"0001170958","0000000566","Smyth County","A","+36844951","-081533542","06",43200
"G5101750","1990","VA",,,,,,,,"99","Southampton","175",,,"5","9999",,,,"9999","3","Virginia","51",,"0001554693","0000007246","Southampton County","A","+36723556","-077106580","06",55400
"G5101770","1990","VA",,,,,,,,"99","Spotsylvania","177",,,"5","9999",,,,"9999","3","Virginia","51",,"0001038331","0000029533","Spotsylvania County","A","+38179795","-077650521","06",103400
"G5101790","1990","VA",,,,,,,,"99","Stafford","179",,,"5","8840",,,,"9999","3","Virginia","51",,"0000699316","0000024727","Stafford County","A","+38413096","-077452829","06",126200
"G5101810","1990","VA",,,,,,,,"99","Surry","181",,,"5","9999",,,,"9999","3","Virginia","51",,"0000722886","0000080855","Surry County","A","+37119825","-076890536","06",58100
"G5101830","1990","VA",,,,,,,,"99","Sussex","183",,,"5","9999",,,,"9999","3","Virginia","51",,"0001271051","0000005445","Sussex County","A","+36926372","-077258771","06",47200
"G5101850","1990","VA",,,,,,,,"99","Tazewell","185",,,"5","9999",,,,"9999","3","Virginia","51",,"0001346193","0000000383","Tazewell County","A","+37125510","-081563049","06",48400
"G5101870","1990","VA",,,,,,,,"99","Warren","187",,,"5","9999",,,,"9999","3","Virginia","51",,"0000553542","0000006793","Warren County","A","+38908123","-078206974","06",84700
"G5101910","1990","VA",,,,,,,,"99","Washington","191",,,"5","3660",,,,"9999","3","Virginia","51",,"0001461291","0000008761","Washington County","A","+36724220","-081961173","06",52400
"G5101930","1990","VA",,,,,,,,"99","Westmoreland","193",,,"5","9999",,,,"9999","3","Virginia","51",,"0000593619","0000060755","Westmoreland County","A","+38113533","-076803864","06",69000
"G5101950","1990","VA",,,,,,,,"99","Wise","195",,,"5","9999",,,,"9999","3","Virginia","51",,"0001044720","0000003093","Wise County","A","+36974565","-082621677","06",43600
"G5101970","1990","VA",,,,,,,,"99","Wythe","197",,,"5","9999",,,,"9999","3","Virginia","51",,"0001199844","0000003556","Wythe County","A","+36921075","-081085048","06",49100
"G5101990","1990","VA",,,,,,,,"99","York","199",,,"5","5720",,,,"9999","3","Virginia","51",,"0000273542","0000284599","York County","A","+37223614","-076439212","06",121300
"G5105100","1990","VA",,,,,,,,"99","Alexandria City","510",,,"5","8840",,,,"9999","3","Virginia","51",,"0000039551","0000000271","Alexandria city","F","+38821000","-077086178","08",228000
"G5105150","1990","VA",,,,,,,,"99","Bedford City","515",,,"5","9999",,,,"9999","3","Virginia","51",,"0000017726","0000000037","Bedford city","F","+37337818","-079521114","08",55300
"G5105200","1990","VA",,,,,,,,"99","Bristol City","520",,,"5","3660",,,,"9999","3","Virginia","51",,"0000030031","0000000000","Bristol city","F","+36613216","-082168103","08",46700
"G5105300","1990","VA",,,,,,,,"99","Buena Vista City","530",,,"5","9999",,,,"9999","3","Virginia","51",,"0000017684","0000000000","Buena Vista city","F","+37731693","-079357099","08",42900
"G5105400","1990","VA",,,,,,,,"99","Charlottesville City","540",,,"5","1540",,,,"9999","3","Virginia","51",,"0000026574","0000000000","Charlottesville city","F","+38037450","-078485745","08",83800
"G5105500","1990","VA",,,,,,,,"99","Chesapeake City","550",,,"5","5720",,,,"9999","3","Virginia","51",,"0000882361","0000026511","Chesapeake city","F","+36678812","-076308771","08",87100
"G5105600","1990","VA",,,,,,,,"99","Clifton Forge City","560",,,"5","9999",,,,"9999","3","Virginia","51",,"0000008006","0000000011","Clifton Forge city","F","+37823468","-079825532","08",34700
"G5105700","1990","VA",,,,,,,,"99","Colonial Heights City","570",,,"5","6760",,,,"9999","3","Virginia","51",,"0000019327","0000000839","Colonial Heights city","F","+37264000","-077398786","08",69800
"G5105800","1990","VA",,,,,,,,"99","Covington City","580",,,"5","9999",,,,"9999","3","Virginia","51",,"0000011490","0000000000","Covington city","F","+37777966","-079990271","08",38500
"G5105900","1990","VA",,,,,,,,"99","Danville City","590",,,"5","1950",,,,"9999","3","Virginia","51",,"0000111540","0000002271","Danville city","F","+36583187","-079408300","08",46600
"G5105950","1990","VA",,,,,,,,"99","Emporia City","595",,,"5","9999",,,,"9999","3","Virginia","51",,"0000017839","0000000176","Emporia city","F","+36694793","-077536704","08",51500
"G5106000","1990","VA",,,,,,,,"99","Fairfax City","600",,,"5","8840",,,,"9999","3","Virginia","51",,"0000015964","0000000000","Fairfax city","F","+38853650","-077298227","08",182900
"G5106100","1990","VA",,,,,,,,"99","Falls Church City","610",,,"5","8840",,,,"9999","3","Virginia","51",,"0000005168","0000000000","Falls Church city","F","+38885050","-077174558","08",223100
"G5106200","1990","VA",,,,,,,,"99","Franklin City","620",,,"5","9999",,,,"9999","3","Virginia","51",,"0000019882","0000000121","Franklin city","F","+36680804","-076935967","08",66300
"G5106300","1990","VA",,,,,,,,"99","Fredericksburg City","630",,,"5","9999",,,,"9999","3","Virginia","51",,"0000027234","0000000024","Fredericksburg city","F","+38299252","-077487129","08",101400
"G5106400","1990","VA",,,,,,,,"99","Galax City","640",,,"5","9999",,,,"9999","3","Virginia","51",,"0000020893","0000000000","Galax city","F","+36664502","-080917721","08",45200
"G5106500","1990","VA",,,,,,,,"99","Hampton City","650",,,"5","5720",,,,"9999","3","Virginia","51",,"0000134214","0000218544","Hampton city","F","+37049850","-076294973","08",77000
"G5106600","1990","VA",,,,,,,,"99","Harrisonburg City","660",,,"5","9999",,,,"9999","3","Virginia","51",,"0000045494","0000000076","Harrisonburg city","F","+38436724","-078873976","08",86700
"G5106700","1990","VA",,,,,,,,"99","Hopewell City","670",,,"5","6760",,,,"9999","3","Virginia","51",,"0000026541","0000001227","Hopewell city","F","+37290565","-077298425","08",53500
"G5106780","1990","VA",,,,,,,,"99","Lexington City","678",,,"5","9999",,,,"9999","3","Virginia","51",,"0000006459","0000000000","Lexington city","F","+37782292","-079444621","08",73200
"G5106800","1990","VA",,,,,,,,"99","Lynchburg City","680",,,"5","4640",,,,"9999","3","Virginia","51",,"0000127946","0000000947","Lynchburg city","F","+37401217","-079191434","08",56100
"G5106830","1990","VA",,,,,,,,"99","Manassas City","683",,,"5","8840",,,,"9999","3","Virginia","51",,"0000025928","0000000058","Manassas city","F","+38747400","-077485372","08",150600
"G5106850","1990","VA",,,,,,,,"99","Manassas Park City","685",,,"5","8840",,,,"9999","3","Virginia","51",,"0000004744","0000000000","Manassas Park city","F","+38773267","-077452060","08",101700
"G5106900","1990","VA",,,,,,,,"99","Martinsville City","690",,,"5","9999",,,,"9999","3","Virginia","51",,"0000028377","0000000135","Martinsville city","F","+36683477","-079863824","08",51200
"G5107000","1990","VA",,,,,,,,"99","Newport News City","700",,,"5","5720",,,,"9999","3","Virginia","51",,"0000176999","0000131301","Newport News city","F","+37075850","-076514160","08",83700
"G5107100","1990","VA",,,,,,,,"99","Norfolk City","710",,,"5","5720",,,,"9999","3","Virginia","51",,"0000139236","0000110184","Norfolk city","F","+36923200","-076244943","08",73400
"G5107200","1990","VA",,,,,,,,"99","Norton City","720",,,"5","9999",,,,"9999","3","Virginia","51",,"0000018814","0000000000","Norton city","F","+36931339","-082626090","08",47500
"G5107300","1990","VA",,,,,,,,"99","Petersburg City","730",,,"5","6760",,,,"9999","3","Virginia","51",,"0000059253","0000000885","Petersburg city","F","+37204350","-077392576","08",50500
"G5107350","1990","VA",,,,,,,,"99","Poquoson City","735",,,"5","5720",,,,"9999","3","Virginia","51",,"0000040193","0000162947","Poquoson city","F","+37153396","-076290436","08",113200
"G5107400","1990","VA",,,,,,,,"99","Portsmouth City","740",,,"5","5720",,,,"9999","3","Virginia","51",,"0000085843","0000034896","Portsmouth city","F","+36855534","-076356410","08",66100
"G5107500","1990","VA",,,,,,,,"99","Radford City","750",,,"5","9999",,,,"9999","3","Virginia","51",,"0000025428","0000000962","Radford city","F","+37124075","-080558897","08",64400
"G5107600","1990","VA",,,,,,,,"99","Richmond City","760",,,"5","6760",,,,"9999","3","Virginia","51",,"0000155728","0000006421","Richmond city","F","+37531050","-077474584","08",64900
"G5107700","1990","VA",,,,,,,,"99","Roanoke City","770",,,"5","6800",,,,"9999","3","Virginia","51",,"0000111115","0000000079","Roanoke city","F","+37278400","-079958399","08",53400
"G5107750","1990","VA",,,,,,,,"99","Salem City","775",,,"5","6800",,,,"9999","3","Virginia","51",,"0000037689","0000000000","Salem city","F","+37286650","-080056418","08",68600
"G5107800","1990","VA",,,,,,,,"99","South Boston City","780",,,"5","9999",,,,"9999","3","Virginia","51",,"0000014347","0000000035","South Boston city","F","+36707791","-078906246","08",42400
"G5107900","1990","VA",,,,,,,,"99","Staunton City","790",,,"5","9999",,,,"9999","3","Virginia","51",,"0000051182","0000000000","Staunton city","F","+38158808","-079062277","08",61200
"G5108000","1990","VA",,,,,,,,"99","Suffolk City","800",,,"5","5720",,,,"9999","3","Virginia","51",,"0001036205","0000075149","Suffolk city","F","+36703293","-076638147","08",70600
"G5108100","1990","VA",,,,,,,,"99","Virginia Beach City","810",,,"5","5720",,,,"9999","3","Virginia","51",,"0000643159","0000644783","Virginia Beach city","F","+36770134","-076014740","08",95500
"G5108200","1990","VA",,,,,,,,"99","Waynesboro City","820",,,"5","9999",,,,"9999","3","Virginia","51",,"0000036378","0000000048","Waynesboro city","F","+38069502","-078902634","08",67200
"G5108300","1990","VA",,,,,,,,"99","Williamsburg City","830",,,"5","5720",,,,"9999","3","Virginia","51",,"0000022297","0000000334","Williamsburg city","F","+37270008","-076706855","08",118300
"G5108400","1990","VA",,,,,,,,"99","Winchester City","840",,,"5","9999",,,,"9999","3","Virginia","51",,"0000024170","0000000000","Winchester city","F","+39174479","-078175001","08",86400
"G5300010","1990","WA",,,,,,,,"99","Adams","001",,,"9","9999",,,,"9999","4","Washington","53",,"0004985744","0000012244","Adams County","A","+46988989","-118556910","06",45400
"G5300030","1990","WA",,,,,,,,"99","Asotin","003",,,"9","9999",,,,"9999","4","Washington","53",,"0001647009","0000012379","Asotin County","A","+46182485","-117185020","06",54300
"G5300050","1990","WA",,,,,,,,"99","Benton","005",,,"9","6740",,,,"9999","4","Washington","53",,"0004411065","0000147817","Benton County","A","+46247641","-119501530","06",66000
"G5300070","1990","WA",,,,,,,,"99","Chelan","007",,,"9","9999",,,,"9999","4","Washington","53",,"0007567041","0000187090","Chelan County","A","+47876957","-120641356","06",71400
"G5300090","1990","WA",,,,,,,,"99","Clallam","009",,,"9","9999",,,,"9999","4","Washington","53",,"0004519953","0002411240","Clallam County","A","+48109502","-123931203","06",78500
"G5300110","1990","WA",,,,,,,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,"0001626236","0000073487","Clark County","A","+45773673","-122484295","06",73900
"G5300130","1990","WA",,,,,,,,"99","Columbia","013",,,"9","9999",,,,"9999","4","Washington","53",,"0002250199","0000012207","Columbia County","A","+46301584","-117915368","06",37600
"G5300150","1990","WA",,,,,,,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,"0002949286","0000071722","Cowlitz County","A","+46190773","-122682163","06",61300
"G5300170","1990","WA",,,,,,,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,"0004715290","0000072946","Douglas County","A","+47739947","-119694857","06",68400
"G5300190","1990","WA",,,,,,,,"99","Ferry","019",,,"9","9999",,,,"9999","4","Washington","53",,"0005708311","0000138509","Ferry County","A","+48469558","-118508651","06",47800
"G5300210","1990","WA",,,,,,,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,"0003217260","0000060085","Franklin County","A","+46536896","-118904770","06",54800
"G5300230","1990","WA",,,,,,,,"99","Garfield","023",,,"9","9999",,,,"9999","4","Washington","53",,"0001840292","0000019794","Garfield County","A","+46433948","-117534760","06",36100
"G5300250","1990","WA",,,,,,,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,"0006931816","0000297837","Grant County","A","+47207843","-119466316","06",51900
"G5300270","1990","WA",,,,,,,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,"0004965699","0000795997","Grays Harbor County","A","+47147370","-123829002","06",48600
"G5300290","1990","WA",,,,,,,,"99","Island","029",,,"9","9999",,,,"9999","4","Washington","53",,"0000540252","0000799780","Island County","A","+48154178","-122575880","06",103600
"G5300310","1990","WA",,,,,,,,"99","Jefferson","031",,,"9","9999",,,,"9999","4","Washington","53",,"0004684833","0000956032","Jefferson County","A","+47844076","-123575786","06",88900
"G5300330","1990","WA",,,,,,,,"91","King","033",,,"9","7602",,,,"7600","4","Washington","53",,"0005506604","0000467934","King County","A","+47474506","-121844283","06",139500
"G5300350","1990","WA",,,,,,,,"99","Kitsap","035",,,"9","1150",,,,"9999","4","Washington","53",,"0001025625","0000440295","Kitsap County","A","+47640250","-122647374","06",88000
"G5300370","1990","WA",,,,,,,,"99","Kittitas","037",,,"9","9999",,,,"9999","4","Washington","53",,"0005948347","0000093030","Kittitas County","A","+47124405","-120675562","06",59900
"G5300390","1990","WA",,,,,,,,"99","Klickitat","039",,,"9","9999",,,,"9999","4","Washington","53",,"0004849716","0000082396","Klickitat County","A","+45873750","-120789119","06",51700
"G5300410","1990","WA",,,,,,,,"99","Lewis","041",,,"9","9999",,,,"9999","4","Washington","53",,"0006236197","0000074147","Lewis County","A","+46577736","-122398304","06",56300
"G5300430","1990","WA",,,,,,,,"99","Lincoln","043",,,"9","9999",,,,"9999","4","Washington","53",,"0005986123","0000073811","Lincoln County","A","+47572051","-118414206","06",41100
"G5300450","1990","WA",,,,,,,,"99","Mason","045",,,"9","9999",,,,"9999","4","Washington","53",,"0002489266","0000233051","Mason County","A","+47350607","-123184950","06",70100
"G5300470","1990","WA",,,,,,,,"99","Okanogan","047",,,"9","9999",,,,"9999","4","Washington","53",,"0013644839","0000121951","Okanogan County","A","+48549908","-119746130","06",50500
"G5300490","1990","WA",,,,,,,,"99","Pacific","049",,,"9","9999",,,,"9999","4","Washington","53",,"0002524124","0000644952","Pacific County","A","+46560890","-123780620","06",49200
"G5300510","1990","WA",,,,,,,,"99","Pend Oreille","051",,,"9","9999",,,,"9999","4","Washington","53",,"0003627226","0000064396","Pend Oreille County","A","+48534841","-117282483","06",50200
"G5300530","1990","WA",,,,,,,,"91","Pierce","053",,,"9","7602",,,,"8200","4","Washington","53",,"0004339668","0000339592","Pierce County","A","+47048300","-122113229","06",81400
"G5300550","1990","WA",,,,,,,,"99","San Juan","055",,,"9","9999",,,,"9999","4","Washington","53",,"0000453100","0001155528","San Juan County","A","+48570365","-122973197","06",169800
